date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:43:26	18833/18833	---M--	200	added ('OK')	application/javascript	etag:%224991-5e9aa27ccd240%22	http://localhost:8080/t-sayed/wp-includes/js/underscore.min.js?ver=1.13.4	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-includes/js/underscore.mind584.js	(from http://localhost:8080/t-sayed/)
10:43:50	143793/143793	---M--	200	added ('OK')	application/javascript	etag:%22231b1-60f33c0f1380e%22	http://localhost:8080/t-sayed/wp-content/themes/jupiterx/lib/assets/dist/js/frontend.min.js?ver=3.2.0	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/themes/jupiterx/lib/assets/dist/js/frontend.min55a0.js	(from http://localhost:8080/t-sayed/)
10:43:51	6481/6481	---M--	200	added ('OK')	application/javascript	etag:%221951-60f33da4d1c0a%22	http://localhost:8080/t-sayed/wp-content/plugins/jet-popup/assets/js/lib/jet-plugins/jet-plugins.js?ver=2.0.2.1	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/jet-popup/assets/js/lib/jet-plugins/jet-plugins4597.js	(from http://localhost:8080/t-sayed/)
10:43:54	14420/14420	---M--	200	added ('OK')	application/javascript	etag:%223854-60f33db40fd7f%22	http://localhost:8080/t-sayed/wp-content/plugins/jet-elements/assets/js/lib/anime-js/anime.min.js?ver=2.2.0	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/jet-elements/assets/js/lib/anime-js/anime.min3601.js	(from http://localhost:8080/t-sayed/)
10:43:55	9028/9028	---M--	200	added ('OK')	application/javascript	etag:%222344-60f33da4d375d%22	http://localhost:8080/t-sayed/wp-content/plugins/jet-popup/assets/js/lib/waypoints/jquery.waypoints.min.js?ver=2.0.2	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/jet-popup/assets/js/lib/waypoints/jquery.waypoints.min4c56.js	(from http://localhost:8080/t-sayed/)
10:44:01	33161/33161	---M--	200	added ('OK')	application/javascript	etag:%228189-60f33da4d049c%22	http://localhost:8080/t-sayed/wp-content/plugins/jet-popup/assets/js/jet-popup-frontend.js?ver=2.0.2.1	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/jet-popup/assets/js/jet-popup-frontend4597.js	(from http://localhost:8080/t-sayed/)
10:44:06	27750/27750	---M--	200	added ('OK')	application/javascript	etag:%226c66-60fcadacb8c45%22	http://localhost:8080/t-sayed/wp-content/plugins/header-footer-elementor/inc/js/frontend.js?ver=1.6.23	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/header-footer-elementor/inc/js/frontend4a8b.js	(from http://localhost:8080/t-sayed/)
10:44:10	24671/24671	---M--	200	added ('OK')	application/javascript	etag:%22605f-60f33c5a104b2%22	http://localhost:8080/t-sayed/wp-content/plugins/jupiterx-core/includes/extensions/raven/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.1.0	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/jupiterx-core/includes/extensions/raven/assets/lib/smartmenus/jquery.smartmenus.minf488.js	(from http://localhost:8080/t-sayed/)
10:44:11	6241/6241	---M--	200	added ('OK')	application/javascript	etag:%221861-60f33c5a9714a%22	http://localhost:8080/t-sayed/wp-content/plugins/jupiterx-core/includes/extensions/raven/assets/lib/url-polyfill/url-polyfill.min.js?ver=1.1.7	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/jupiterx-core/includes/extensions/raven/assets/lib/url-polyfill/url-polyfill.min5a2c.js	(from http://localhost:8080/t-sayed/)
10:44:12	4958/4958	---M--	200	added ('OK')	application/javascript	etag:%22135e-60fc1e1a04b76%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.11.4	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/js/webpack.runtime.minb5ca.js	(from http://localhost:8080/t-sayed/)
10:44:18	36460/36460	---M--	200	added ('OK')	application/javascript	etag:%228e6c-60fc1e19e99c9%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.11.4	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/js/frontend-modules.minb5ca.js	(from http://localhost:8080/t-sayed/)
10:44:21	12198/12198	---M--	200	added ('OK')	application/javascript	etag:%222fa6-60fc1e1a45ae6%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://localhost:8080/t-sayed/)
10:44:24	21438/21438	---M--	200	added ('OK')	application/javascript	etag:%2253be-5f3ba2adac400%22	http://localhost:8080/t-sayed/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-includes/js/jquery/ui/core.min3f14.js	(from http://localhost:8080/t-sayed/)
10:44:31	41906/41906	---M--	200	added ('OK')	application/javascript	etag:%22a3b2-60fc1e19e8e12%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.11.4	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/js/frontend.minb5ca.js	(from http://localhost:8080/t-sayed/)
10:44:44	78200/78200	---M--	200	added ('OK')	application/javascript	etag:%2213178-60f33db4c7d1f%22	http://localhost:8080/t-sayed/wp-content/plugins/jet-elements/assets/js/jet-elements.min.js?ver=2.6.14	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/jet-elements/assets/js/jet-elements.min32bb.js	(from http://localhost:8080/t-sayed/)
10:44:46	9078/9078	---M--	200	added ('OK')	application/javascript	etag:%222376-60f33da46625d%22	http://localhost:8080/t-sayed/wp-content/plugins/jet-popup/includes/elementor/assets/js/jet-popup-elementor-frontend.js?ver=2.0.2.1	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/jet-popup/includes/elementor/assets/js/jet-popup-elementor-frontend4597.js	(from http://localhost:8080/t-sayed/)
10:44:50	19745/19745	---M--	200	added ('OK')	application/javascript	etag:%224d21-60f33dab3b1a5%22	http://localhost:8080/t-sayed/wp-content/plugins/jet-tabs/assets/js/jet-tabs-frontend.min.js?ver=2.2.0	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/jet-tabs/assets/js/jet-tabs-frontend.min3601.js	(from http://localhost:8080/t-sayed/)
10:44:50	1426/1426	---M--	200	added ('OK')	application/javascript	etag:%22592-5e913c0b08e80%22	http://localhost:8080/t-sayed/wp-includes/js/wp-util.min.js?ver=6.4.2	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-includes/js/wp-util.min1e39.js	(from http://localhost:8080/t-sayed/)
10:46:06	463453/463453	---M--	200	added ('OK')	application/javascript	etag:%227125d-60f33c586c683%22	http://localhost:8080/t-sayed/wp-content/plugins/jupiterx-core/includes/extensions/raven/assets/js/frontend.min.js?ver=6.4.2	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/jupiterx-core/includes/extensions/raven/assets/js/frontend.min1e39.js	(from http://localhost:8080/t-sayed/)
10:46:13	43584/43584	---M--	200	added ('OK')	application/javascript	etag:%22aa40-60fc1e1a168a2%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.js?ver=4.1.4	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.mineda1.js	(from http://localhost:8080/t-sayed/)
10:46:27	81626/81626	---M--	200	added ('OK')	image/png	etag:%2213eda-60f33db3d6fdc%22	http://localhost:8080/t-sayed/wp-content/plugins/jet-elements/assets/images/dummy-map.png	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/jet-elements/assets/images/dummy-map.png	(from http://localhost:8080/t-sayed/wp-content/plugins/jet-elements/assets/css/jet-elements.css?ver=2.6.14)
10:47:01	212956/212956	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2233fdc-60fc1e1a0ef9c%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.18.0	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.eot	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
10:47:17	93868/93868	---M--	200	added ('OK')	font/woff2	etag:%2216eac-60fc1e1a11e74%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.18.0	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.woff2	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
10:47:27	320312/320312	---M--	200	added ('OK')	image/svg+xml	etag:%224e338-60fc1e1a10321%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.18.0	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.svg	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
10:47:36	114948/114948	---M--	200	added ('OK')	font/woff	etag:%221c104-60fc1e1a116a5%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.18.0	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.woff	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
10:47:55	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-60fc1e1a1e5ac%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
10:48:00	212796/212796	---M--	200	added ('OK')	font/ttf	etag:%2233f3c-60fc1e1a112bf%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.18.0	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.ttf	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
10:48:03	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-60fc1e1a1e5ac%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
10:48:07	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-60fc1e1a22bf2%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
10:48:07	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-60fc1e1a204e8%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
10:48:09	718/718	---M--	200	added ('OK')	image/svg+xml	etag:%222ce-60f33c605c639%22	http://localhost:8080/t-sayed/wp-content/plugins/jupiterx-core/includes/extensions/raven/assets/lib/video-mejs/svg/jumpforward.svg	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/jupiterx-core/includes/extensions/raven/assets/lib/video-mejs/svg/jumpforward.svg	(from http://localhost:8080/t-sayed/wp-content/plugins/jupiterx-core/includes/extensions/raven/assets/css/frontend.min.css?ver=6.4.2)
10:48:09	948/948	---M--	200	added ('OK')	image/svg+xml	etag:%223b4-60f33c60600c9%22	http://localhost:8080/t-sayed/wp-content/plugins/jupiterx-core/includes/extensions/raven/assets/lib/video-mejs/svg/skipback.svg	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/jupiterx-core/includes/extensions/raven/assets/lib/video-mejs/svg/skipback.svg	(from http://localhost:8080/t-sayed/wp-content/plugins/jupiterx-core/includes/extensions/raven/assets/css/frontend.min.css?ver=6.4.2)
10:48:17	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2217ee8-60fc1e1a22423%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
10:48:21	70857/70857	---M--	200	added ('OK')	image/png	etag:%22114c9-60f33c5c3696e%22	http://localhost:8080/t-sayed/wp-content/plugins/jupiterx-core/includes/extensions/raven/assets/img/iti-tel-input/flags.png	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/jupiterx-core/includes/extensions/raven/assets/img/iti-tel-input/flags.png	(from http://localhost:8080/t-sayed/wp-content/plugins/jupiterx-core/includes/extensions/raven/assets/css/frontend.min.css?ver=6.4.2)
10:48:21	1232/1232	---M--	200	added ('OK')	image/svg+xml	etag:%224d0-60f33dab382cc%22	http://localhost:8080/t-sayed/wp-content/plugins/jet-tabs/assets/images/spinner-32.svg	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/jet-tabs/assets/images/spinner-32.svg	(from http://localhost:8080/t-sayed/wp-content/plugins/jet-tabs/assets/css/jet-tabs-frontend.css?ver=2.2.0)
10:48:31	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%22286ac-60fc1e1a21c55%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
10:48:34	10957/10957	---M--	200	added ('OK')	image/png	etag:%222acd-60f33e00b3e86%22	http://localhost:8080/t-sayed/wp-content/uploads/2020/05/banner-style.png	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/2020/05/banner-style.png	(from http://localhost:8080/t-sayed/wp-content/uploads/elementor/css/post-136.css?ver=1706221577)
10:48:35	83173/83173	---M--	200	added ('OK')	image/jpeg	etag:%22144e5-60fc4ad68ce87%22	http://localhost:8080/t-sayed/wp-content/uploads/2024/01/c.sayed-2.jpg	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/2024/01/c.sayed-2.jpg	(from http://localhost:8080/t-sayed/wp-content/uploads/elementor/css/post-136.css?ver=1706221577)
10:48:45	174369/174369	---M--	200	added ('OK')	image/png	etag:%222a921-60f33c5c3713d%22	http://localhost:8080/t-sayed/wp-content/plugins/jupiterx-core/includes/extensions/raven/assets/img/iti-tel-input/flags@2x.png	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/jupiterx-core/includes/extensions/raven/assets/img/iti-tel-input/flags@2x.png	(from http://localhost:8080/t-sayed/wp-content/plugins/jupiterx-core/includes/extensions/raven/assets/css/frontend.min.css?ver=6.4.2)
10:48:47	81703/81703	---M--	200	added ('OK')	image/jpeg	etag:%2213f27-60fc99c5e81f1%22	http://localhost:8080/t-sayed/wp-content/uploads/2024/01/c.sayed_-1.jpg	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/2024/01/c.sayed_-1.jpg	(from http://localhost:8080/t-sayed/wp-content/uploads/elementor/css/post-136.css?ver=1706221577)
10:48:50	19198/19198	---M--	200	added ('OK')	image/jpeg	etag:%224afe-60f33de0775c1%22	http://localhost:8080/t-sayed/wp-content/uploads/2020/04/home-class-03.jpg	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/2020/04/home-class-03.jpg	(from http://localhost:8080/t-sayed/wp-content/uploads/elementor/css/post-136.css?ver=1706221577)
10:48:55	62617/62617	---M--	200	added ('OK')	image/jpeg	etag:%22f499-60f33de9a6147%22	http://localhost:8080/t-sayed/wp-content/uploads/2020/04/about-img-01.jpg	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/2020/04/about-img-01.jpg	(from http://localhost:8080/t-sayed/wp-content/uploads/elementor/css/post-136.css?ver=1706221577)
10:48:55	125593/125593	---M--	200	added ('OK')	image/jpeg	etag:%221ea99-60f33df776b73%22	http://localhost:8080/t-sayed/wp-content/uploads/2020/04/home-class-bg.jpg	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/2020/04/home-class-bg.jpg	(from http://localhost:8080/t-sayed/wp-content/uploads/elementor/css/post-136.css?ver=1706221577)
10:48:55	31637/31637	---M--	200	added ('OK')	image/jpeg	etag:%227b95-60f33de19e879%22	http://localhost:8080/t-sayed/wp-content/uploads/2020/04/home-class-04.jpg	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/2020/04/home-class-04.jpg	(from http://localhost:8080/t-sayed/wp-content/uploads/elementor/css/post-136.css?ver=1706221577)
10:49:08	76764/76764	---M--	200	added ('OK')	font/woff2	etag:%2212bdc-60fc1e1a2dbcc%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.11.4)
10:49:10	90060/90060	---M--	200	added ('OK')	font/woff	etag:%2215fcc-60fc1e1a2d7e4%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.11.4)
10:49:17	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cca-60fc1e1a29d54%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.11.4)
10:49:17	747545/747545	---M--	200	added ('OK')	image/svg+xml	etag:%22b6819-60fc1e1a2c45f%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.11.4)
10:49:24	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-60fc1e1a2e39a%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.11.4)
10:49:30	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-60fc1e1a2e39a%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.11.4)
10:49:30	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cca-60fc1e1a29d54%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.11.4)
10:49:32	134040/134040	---M--	200	added ('OK')	font/ttf	etag:%2220b98-60fc1e1a2d016%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.11.4)
10:49:33	13276/13276	---M--	200	added ('OK')	font/woff2	etag:%2233dc-60fc1e1a306be%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.11.4)
10:49:33	144714/144714	---M--	200	added ('OK')	image/svg+xml	etag:%222354a-60fc1e1a2eb6a%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.11.4)
10:49:34	16276/16276	---M--	200	added ('OK')	font/woff	etag:%223f94-60fc1e1a302d7%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.11.4)
10:49:37	33736/33736	---M--	200	added ('OK')	font/ttf	etag:%2283c8-60fc1e1a2ef52%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.11.4)
10:49:47	78196/78196	---M--	200	added ('OK')	font/woff2	etag:%2213174-60fc1e1a36874%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.11.4)
10:49:54	101652/101652	---M--	200	added ('OK')	font/woff	etag:%2218d14-60fc1e1a360a5%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.11.4)
10:50:07	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-60fc1e1a31273%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.11.4)
10:50:07	918991/918991	---M--	200	added ('OK')	image/svg+xml	etag:%22e05cf-60fc1e1a34d1f%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.11.4)
10:50:13	25992/25992	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226588-60f33c0f333f5%22	http://localhost:8080/t-sayed/wp-content/themes/jupiterx/lib/assets/fonts/jupiterx.eot	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/themes/jupiterx/lib/assets/fonts/jupiterx.eot	(from http://localhost:8080/t-sayed/wp-content/uploads/jupiterx/compiler/jupiterx/6a8a9a7.css?ver=3.2.0)
